|user|item|rating|review
1283|hogboom78|xiaomi redmi note 11|8.5|not bad
1284|advmenu19|xiaomi redmi note 11|10.0|very good phone the best i have had so far
1285|deyaniramariacano_roo|xiaomi redmi note 11|9.0|very good if you do not want to play super demanding games
1286|garciadario7267|xiaomi redmi note 11|8.4|the screen panel for the price is the best thing about the device
1287|luisantoniovidaloka00|xiaomi redmi note 11|8.0|value for money good performance
1288|hajicore|xiaomi redmi note 11|9.4|recommended
1289|lg2007.speranza|xiaomi redmi note 11|7.6|it works fine but in some games it gets stuck
1290|bernd83borghardt|xiaomi redmi note 11|9.6|that is all you need
1291|singlelgive|xiaomi redmi note 11|9.3|great
1292|cjdah09|xiaomi redmi note 11|9.4|the phone runs very cool the battery is buffalo the speaker is super or loud the performance is still good playing games for moderate graphics
1293|d-avid-lopez-637d3d257a49d|xiaomi redmi note 11|6.4|the system is bad
1294|hectormjfm|xiaomi redmi note 11|8.9|all good but the processor leaves a lot to be desired
1295|tomfillippo633|xiaomi redmi note 11|10.0|the best quality price
1296|ollos34|xiaomi redmi note 11|6.0|good design lousy performance for moderately demanding users
1297|aaron-arias-62f32189cf789|xiaomi redmi note 11|8.0|a cell phone that is acceptable for its price
1298|jeykoalejandro38|xiaomi redmi note 11|4.9|good phone but
1299|robertinoca18|xiaomi redmi note 11|6.2|limited but acceptable
1300|abelarteagam|xiaomi redmi note 11|7.4|complies for its price range
1301|lgte|xiaomi redmi note 11|8.3|a good phone for moderate uses
1302|dbsuper24|xiaomi redmi note 11|8.4|balance and more than you can ask for its price
1303|chunpundun|xiaomi redmi note 11|2.5|the camera and the miui optimization are a mi3rd@
1304|alfer-ray-pulido-62f6c92f3fa79|xiaomi redmi note 11|9.2|excellent phone for me quite stable and fluid
1305|darielearteagahuerta|xiaomi redmi note 11|10.0|very good
1306|deidj|xiaomi redmi note 11|8.9|it is good but there are better
1307|juan-pantoja-61fddaf6a818e|xiaomi redmi note 11|7.0|it is a good phone for its price
1308|umgatuqtecomeu2003|xiaomi redmi note 11|7.7|good experience but the cell phone does not quite please as i wanted it to be
1309|jtrojanski11|xiaomi redmi note 11|10.0|very good and nice phone for a low price
1310|oscarmlleva|xiaomi redmi note 11|1.0|bad buy
1311|Leswen|oneplus 8t|9.0|one of the best phone that i had
1312|marcel.loschin|oneplus 8t|9.5|lots of performance for a nice price with great design
1313|samueljordanejiofor|oneplus 8t|8.6|great
1314|gunsi12|oneplus 8t|10.0|the phone is dope and you will not regret buying it if you buy it for around 550 dollars or less
1315|bole.kv|oneplus 8t|9.7|great phone
1316|samupenaortiz|oneplus 8t|10.0|best phone i have owned
1317|Lolzer|oneplus 8t|10.0|interesting flagship device
1318|kisranebouzidimohamed|oneplus 8t|10.0|fantastic
1319|sousadinosousa1|oneplus 8t|10.0|worth the money
1320|savvasts94|oneplus 8t|10.0|amazing the display is awesome the performance is awesome
1321|ivan.molins11|oneplus 8t|10.0|amazing mobile
1322|Ray_Lightning|oneplus 8t|10.0|the best smartphone of 2020
1323|Dani464|oneplus 8t|10.0|if i had a better camera it would be the perfect mobile
1324|Djimy|oneplus 8t|8.8|disappointing camera
1325|larmatadilombra|oneplus 8t|10.0|an excellent mobile responsive and fluid
1326|pedro-diaz-garcia-5f8dee0eeaf25|oneplus 8t|9.9|excellent mobile excellent connectivity fluidity and battery life
1327|pazskt|oneplus 8t|9.5|very good
1328|sebamole10|oneplus 8t|10.0|the best mobile for 600usd
1329|raulsenero|oneplus 8t|10.0|the closest thing to the fluency of ios on android if they charged me 800 it would still be a good buy
1330|Endurero|oneplus 8t|9.0|very happy
1331|maykhellpardo|oneplus 8t|10.0|spectacular
1332|murias70|oneplus 8t|10.0|for me an exceptional mobile that meets all my expectations i do not think i can change anything
1333|danpan8|oneplus 8t|10.0|good pretty and cheap
1334|jonathanguifer|oneplus 8t|10.0|great value for the price
1335|jesusgo_92|oneplus 8t|8.0|good mobile if you do not mind the camera
1336|ilyassbolawane|oneplus 8t|9.6|it is an almost perfect mobile in all sections
1337|marco-lavazza-60a1798ac9dd2|oneplus 8t|10.0|i got it for the moderate price and the only drawback are the cameras that are not exceptional but still of a good standard
1338|gerdesign6|oneplus 8t|9.7|the best op quality / price
1339|arroyohector161|oneplus 8t|9.9|a beast
1340|ruben_ortuella|oneplus 8t|8.4|very complete mobile that i would buy again
1341|morerapastor|oneplus 8t|9.9|good terminal
1342|varuchcoria5|oneplus 8t|9.4|high range killer
1343|ayron99|oneplus 8t|9.3|what it takes for a good price
1344|marsebastiani|oneplus 8t|7.5|the first flop i have ever encountered in my oneplus experience
1345|alexbahia.droid|oneplus 8t|9.9|excellence
1346|nunomoreira|oneplus 8t|10.0|fast fluid fantastic
1347|migue_appmovilshop|oneplus 8t|9.9|my expectations with this termial were high until i had it oos i was somewhat disappointed at first since it came from a oneplus7pro
1348|villacisgabriel8|oneplus 8t|10.0|very good
1349|cpf1yt10|oneplus 8t|8.0|it meets almost everything it sells
1350|chakibkamikaz|oneplus 8t|9.7|good phone
1351|huizarbox|oneplus 8t|9.5|top of the range gross power at an excellent price
1352|Fc81|oneplus 8t|7.7|good phone but non existent oneplus after sales service
1353|selmileonardo|oneplus 8t|9.4|high performance phone with excellent value for money
1354|baggelisonepiece|oneplus 8t|10.0|excellent perfomance 
1355|jorgeignaciocortesriquelme|oneplus 8t|5.2|improvable
1356|arimanrandez|oneplus 8t|9.3|excellent mobile phone for everyday use perhaps less so for photos
1357|damithepro1408|oneplus 8t|9.4|very happy with my new mobile
1358|isacosqun215|oneplus 8t|9.6|it is a very eye catching phone
1359|fabioun59|oneplus 8t|9.3|one of the most balanced smartphones i have had 
1360|maurocardoso2007|oneplus 8t|8.7|great device
1361|jprivaux.jpr|oneplus 8t|10.0|excellent smartphone just as good as some that are worth twice as much
1362|magas_91|oneplus 8t|9.7|a beast at a moderate price
1363|simone98rc|oneplus 8t|7.0|top of the range destroyed with oxygenos 12 and later versions
1364|larchicolonel|oneplus 8t|8.6|my 2nd oneplus better than the nord it is safe beautiful and efficient powerful too
1365|gabi-mateo-61d4aece7b6d7|oneplus 8t|7.0|good but repairing the screen costs 200
1366|lorenzo3k5|oneplus 8t|9.2|fluid and powerful
1367|milton6sartre|oneplus 8t|10.0|very good device very premium the camera seems very good and with gcam it makes great photos
1368|victoronlyboss|oneplus 8t|10.0|a balanced mobile
1369|luciano.oleiro|oneplus 8t|9.6|worth the amount paid 
1370|alejandrodenova|oneplus 8t|10.0|good excellent mobile
1371|slovisho.arezoo|poco f3|9.7|just virtual proximity sensor problem
1372|xrysikos3600|poco f3|8.5|in overall good smartphone but cameras disappointed me
1373|swiesend|poco f3|7.8|overall a nice phone
1374|scorpion777best|poco f3|9.9|top
1375|rockie.alegria|poco f3|9.0|the bang for the buck king the way it is priced against the competition its just the phone to get
1376|myangels.n1|poco f3|9.8|ideal as a mid high level phone
1377|vakambanis|poco f3|9.3|upgrading from xiaomi redmi note 8 pro to this phone honestly thefirst thing i noticed was how beautiful its colors are
1378|alvezbong569|poco f3|8.2|this handphone worth it
1379|amirmn333|poco f3|9.5|its so good
1380|marino1995scr|poco f3|8.8|best phone under 400 £ it costs 270£ in uk
1381|igoretto|poco f3|9.6|incredible smartphone for daily use
1382|alvezbongyt|poco f3|6.7|smoothing handphone
1383|kizuzume|poco f3|10.0|great phone for this money even maybe best great performance super fast charging
1384|geraldooss|poco f3|10.0|very love this phone
1385|varitimos84|poco f3|8.2|not the best but an overall very good phone
1386|hamdani10|poco f3|8.0|nice for have fun gaming
1387|agro-tek-61b671cec30db|poco f3|8.3|nice phone
1388|alexcicala|poco f3|8.8|great phone but might not be a good feel in some people's hands
1389|archiuss|poco f3|7.6|very good phone but has poximity sensor problem
1390|agenth7x|poco f3|9.5|a very good phone but because it use a snapdragon chip there are heat issue
1391|mgerike1|poco f3|9.8|about to be a flagship killer
1392|matteo.marchetto89|poco f3|9.9|discounted at 27400 it is a bestbuy
1393|tamersab|poco f3|8.6|nice
1394|marcosprc|poco f3|10.0|perfect performance
1395|mht16011999|poco f3|9.8|a great gaming and everyday use phone for such reasonable price
1396|elieltalisic|poco f3|10.0|its definitely great than most phone's in their price range
1397|abu.ma7she|poco f3|10.0|best value phone ever
1398|madeyogaartaadnyana|poco f3|8.1|it is good by the way 
1399|kheir.edinne.55|poco f3|9.7|best price/performance
1400|daony.gv|poco f3|9.6|flagship killer reborn
1401|nimagrg.ths|poco f3|9.1|it is good but the camera is not that good
1402|dzheibee|poco f3|10.0|affordable sd870 phone flagship phone at an affordable price
1403|itx-mushtaque-here-60b64bf34ba14|poco f3|10.0|best phone i have ever used
1404|snoble|poco f3|8.6|bad camera
1405|spencerluu709|poco f3|9.7|powerful phone with an average camera
1406|alvez-5cef4fcc44ec0|poco f3|6.2|good but there are drawbacks
1407|vule991|poco f3|10.0|best phone i ever use real beast
1408|mahadansar|poco f3|8.9|definitely the best buy of 2021
1409|raevskiy1109|poco f3|9.9|great device for the price 
1410|vetoum|poco f3|9.4|great value for money phone
1411|drhubarb666|poco f3|10.0|amazing for price of shitty shitapple or
1412|windows10orp|poco f3|9.0|flagship at midrange price
1413|magiccampos|poco f3|9.0|powerful and fast everything is fluid very good display and a decent camera make it a phone with an incredible price
1414|anonymous_297664_62209b8398ace|poco f3|9.8|its very good
1415|randyasyraaf57|poco f3|9.2|by far the best phone for poco lineup's
1416|eltom.jtj|poco f3|9.6|nice phone average battey and camera
1417|mobairan|poco f3|7.2|low battery life and no ltpo
1418|fabiantorresku|poco f3|9.5|good smarthphone but not perfect
1419|byron.watchthisspace|poco f3|9.9|amazing value smartphone very happy with it 
1420|masoud.mirmohammadi64|poco f3|9.3|it is nice but it could be better
1421|y.psychomanis|poco f3|10.0|amazing
1422|mrsalmanshaikz|poco f3|9.9|2021 top smartphone
1423|jergapatrik778|poco f3|8.7|it is not a bad phone for gamers but if you take a lot of pictures it is not for you
1424|vanbayu11|poco f3|9.5|i love this mobile i will waiting for the new generation of f series 
1425|kayadibicuneyd|poco f3|9.5|a real preis quality phone
1426|tamersab|poco f3|8.5|a good phone
1427|aliknyaz5|poco f3|9.6|good job
1428|kurdyk2490|poco f3|10.0|i took it by pre order the phone is good
1429|javiervalero88|poco f3|10.0|super complete phone with spectacular performance for a reasonable price
1430|osasuna204|poco f3|1.0|disappointed
1431|Bernat|poco f3|9.3|i have been testing it these last few days and it has given me excellent results
1432|oonlynacho|poco f3|7.3|price quality
1433|allbonfim|poco f3|10.0|good at almost everything he lacked cameras to follow
1434|j366844|poco f3|9.5|an excellent mobile at an unbeatable price
1435|fernandopoten|poco f3|4.9|lights and lots of shadows
1436|javieralonsogarcia77|poco f3|9.3|very good mobile there is no doubt
1437|nfr80800|poco f3|10.0|best value for money i have seen
1438|Dimmo|poco f3|4.9|an attempt to make a budget flagship with which xiaomi made many mistakes
1439|lolealmeida14|poco f3|9.1|the mobile of the moment
1440|nanowolverine|poco f3|10.0|power and design united to be a flagship in 2021
1441|eduardo.carlover.17|poco f3|8.8|it is a very complete cell phone
1442|brayanszm|poco f3|10.0|more than satisfied
1443|Jucage7|poco f3|10.0|for its price it is perfect
1444|3vermashina|poco f3|9.4|excellent
1445|lytkin1223|poco f3|10.0|top for your money
1446|julient34|poco f3|10.0|glad to have bought it it replaces my mi note 10 very well
1447|rjglez12|poco f3|9.5|it is good for gaming but has flaws
1448|mathbertocco|poco f3|9.7|best benefit cost in the market but as not everything is perfect it has some details to improve 
1449|fernandosampaio10|poco f3|9.2|many pros and few cons
1450|bardo8279|poco f3|8.9|great experience i come from a mi 9 and i have to say it surpasses it in all but the camera
1451|anonymous_265343_61bfe5c83a5fb|poco f3|10.0|i love this cell phone
1452|jfhennion|poco f3|10.0|super price / quality ratio
1453|brandon.pablo.ps|poco f3|10.0|incredible performance and performance in a compact terminal
1454|mariogabrielgodoy2008|poco f3|9.9|the best power at the lowest price
1455|dori-talamoni-60f76599a6c2c|poco f3|9.9|i had a oneplus 8 and i changed it with poco f3 and believe me the poco is much better for less price it is perfect
1456|rodrigo.pinheiro.4ano|poco f3|9.7|mobile phone with best quality / price
1457|marmat.matias1997|poco f3|8.0|feels premium in the hands and software
1458|ceps-pineda-cisneros-62846d0d4d722|poco f3|10.0|it is a good phone excellent with what it offers to be a high end with a mid range price
1459|NeburOleber|poco f3|1.6|maybe my last xiaomi
1460|antonijogr|poco f3|10.0|better than all the iphones i had before
1461|nebrimohammedamin|poco f3|10.0|very good
1462|martinsancheznegrette|poco f3|9.5|high end at a mid range price
1463|leojz123|poco f3|8.0|if you remove miui
1464|maqsud49914991|poco f3|9.0|a very powerful body i do not jelly that i bought it
1465|atrashorrasb|poco f3|8.1|penalty the proximity sensor
1466|roger.amc|poco f3|8.6|good team hopefully they provide support for a good time
1467|sergiogamez.espindola|poco f3|9.6|undoubtedly a highly recommended phone and as always maintaining the quality price ratio
1468|ciocione48|poco f3|9.6|top value for money
1469|tbartczak10|poco f3|9.9|super fast action great screen that you will not find a better one
1470|arkangelvlc|poco f3|10.0|the best purchase i have ever made
1471|victorperez2003|poco f3|10.0|what a machine super recommended to play
1472|vitor.handy|poco f3|9.9|of the best smartphones i bought comfortable light fluid and extremely fast 
1473|edualvarezalvarez1999|poco f3|9.6|the best product price mobile you will find
1474|Zaphkiel|poco f3|9.5|excellent equipment for the price
1475|denislazarov1299|poco f3|10.0|a great mobile that will be even better when it receives the corresponding update
1476|ferrodany42|poco f3|10.0|unparalleled value for money
1477|Sousinha|poco f3|7.2|good to play
1478|blackapsol|poco f3|9.4|i have been a few months and i have loved it 
1479|Wladi122|poco f3|9.4|an excellent product quality price
1480|marslogout|poco f3|8.4|the most balanced solution
1481|omar-agustin-5cce7093e4558|poco f3|9.1|a good phone for heavy gaming and everyday use at an incredible price
1482|rauladas1985|poco f3|8.9|price quality the best
1483|ginoghidoni|poco f3|9.7|phone with an amazing quality / price ratio
1484|erika-lopes-62d80157078ad|poco f3|9.6|great phone both for games and for photos
1485|gustavolvr|poco f3|9.5|very good phone i recommend
1486|vinicius.lucas15.lv|poco f3|10.0|wonderfully perfect
1487|bylka.kabyl.15|poco f3|8.0|a good phone
1488|saratoga1819|poco f3|9.6|simply spectacular 
1489|dchaves.gm|poco f3|8.9|great value for money
1490|crisskrilles02|poco f3|10.0|almost perfect for its price
1491|wallacewolf|poco f3|8.6|good phone
1492|lulugrigor123|poco f3|9.1|it is a very good phone for its price it is very good and to play it is also very good for emulation
1493|bashhanston|poco f3|9.6|excellent mid budget device
1494|norma-undiano-6211b14c5eced|poco f3|6.9|has several flaws
1495|ROCKFOR|poco f3|8.4|mobile fire if not for the jambs
1496|nandohb2001|poco f3|9.8|fantastic
1497|a.oliverom|poco f3|8.2|good device i come from the rn9pro i was disappointed with the battery and the camera everything else ok
1498|loredan-ferlin-6118d59de5e6c|poco f3|8.0|good value for money device
1499|davidtuber77|poco f3|9.0|very powerful
1500|pablitoninja15|poco f3|9.3|a mobile quality price for this 2022
1501|bouilloncrib|poco f3|9.2|good phone questions to the battery
1502|julianmfc826|poco f3|10.0|excellent
1503|herol83|poco f3|9.3|more quality than price
1504|black.lan.1000|poco f3|9.5|good
1505|javiyt073|poco f3|10.0|i bought it for 270 and it is absurdly amazing
1506|pcsombra15|poco f3|9.7|cheaper than this and with this performance just stealing
1507|evhenklim|poco f3|10.0|i chose for a long time and was not mistaken in my choice
1508|jeffyy1604|poco f3|10.0|best acquisition i made 
1509|lgdonuts786|poco f3|9.2|very good but clearly improvable
1510|weuler-silva-626602d5d9b63|poco f3|9.3|best cell phone for the price it is the true meaning of value for money 
1511|roymora2005|poco f3|8.1|very nice i had it
1512|matfellipp|poco f3|9.5|the best i ever had 
1513|sakisdelgeris|poco f3|9.4|very good device for my needs very good vfm
1514|benleasmr|poco f3|10.0|very good price performance ratio top
1515|minosxyuzu|poco f3|9.9|excellent phone
1516|jfcs2121|poco f3|9.9|top of tops
1517|alexalvesandradea|poco f3|8.9|camera and flash put this phone to shame
1518|lvarodance4ever|poco f3|7.5|compliant but you would like more
1519|erickanjeles|poco f3|9.3|a very good experience with great fluency at a great price
1520|vini.xavier|poco f3|6.9|with the change of the original cover it became more comfortable to hold but i still think it is big
1521|xavier_tamayo3012|poco f3|9.7|a very powerful device focused on gaming and giving an optimal gaming experience
1522|delkapone.2004|poco f3|9.0|smartphone dedicated to performance
1523|grsunlee|poco f3|9.4|apart from the camera flagship killer
1524|rodrigo.frazao.007|poco f3|9.4|excellent value for money
1525|tetkris|poco f3|9.5|the best possible price quality ratio
1526|lkolins9494l|poco f3|6.0|powerful but slow
1527|ariel.ponceg|poco f3|9.3|good team but entel's 5g does not work in chile
1528|benjamin-claros-corminola-612c5a3cee2c5|poco f3|8.8|a mobile that meets everything
1529|skcdgonzalez|poco f3|8.7|unfortunately one of xiaomi's fiascos or little
1530|rogeliolopezcriado|poco f3|5.2|like a good smartphone like a bad phone
1531|gmluis2017|poco f3|9.7|highly recommended 
1532|credo|poco f3|8.8|quality price until march 2022 
1533|lrsereoxenxd|poco f3|9.8|it is an excellent phone for everyday use but you cannot ask too much of it it is very good in terms of overall performance
1534|Dani464|poco f3|9.6|the best quality price phone
1535|brianvidal50|poco f3|8.9|good device for the price
1536|yeisontibaguy|poco f3|9.4|great
1537|marwinjd|poco f3|8.0|the network with data is not good you need to optimize
1538|alstroemerea|poco f3|9.3|suitable for those who value performance
1539|davlatbekovjon2020|poco f3|10.0|smartphone is good
1540|anonymous_263816_6075dcabd6d15|poco f3|10.0|much better than some top of the range
1541|lorentesergi|poco f3|9.0|power to spare
1542|lytkin77|poco f3|9.1|smartphone is what you need for daily use
1543|Adrien|poco f3|9.9|perfection at an affordable price
1544|ghendan07|poco f3|9.5|a mobile that could perfectly be worth 600 euros
1545|larchicolonel|poco f3|7.9|excellent value for money even if the design is not to my taste good smartphone all the same
1546|migue_appmovilshop|poco f3|8.7|high quality price phone very good option
1547|shadow17|poco f3|10.0|a phone that meets all expectations and exceeds them in some cases
1548|amos-chaves-61c653175a782|poco f3|9.1|beautiful cheap and powerful smartphone it is perfection in its physical form
1549|pedro.perolo|poco f3|9.0|excellent mid range
1550|crr11131|poco f3|10.0|the best mobile quality price
1551|federicocellanetti|poco f3|10.0|top buy it immediately 
1552|danielmatviychuk|poco f3|9.3|perfect
1553|ckaysarski|poco f3|10.0|i am very satisfied 100%
1554|dolarinho|poco f3|7.1|fast fast sometimes too fast 
1555|Ivezz|poco f3|8.5|great device at a great price
1556|ledoctore123|poco f3|4.2|disappointment
1557|toxa.zub.82|poco f3|9.1|excellent device powerful with a good camera
1558|shein-araceli-pedidos-6376d747c8838|poco f3|10.0|excellent equipment is the best for its price
1559|andrelol1974|poco f3|8.1|beautiful and powerful phone
1560|sidlo1969|poco f3|9.7|a very good smartphone at a price of about pln 1000 no alternative
1561|s.s.latushko|poco f3|10.0|i like this works flawlessly 
1562|bielddias|poco f3|10.0|excellent cell phone for the price offered
1563|srguido86|poco f3|3.0|the poco f1 was better overall 
1564|Catware|poco f3|8.7|it is a satisfying team
1565|goth.undead|poco f3|9.6|convenient powerful
1566|liberatomartinelli99|poco f3|10.0|almost top of the range at an affordable price
1567|islomm808|poco f3|8.8|great smartphone
1568|goodskiller409|poco f3|9.0|the best cell phone i had
1569|sergio-gabriel-6259afd139686|poco f3|10.0|best cell phone in the range of 1500 reais
1570|david-id-617453466f69e|poco f3|9.1|quality humility
1571|victor.abadia.ouro|poco f3|10.0|i am very happy with almost everything that this mobile has and i recommend it above all for its price
1572|bogdan-matushevskiy-632c9e424357e|poco f3|10.0|great device
1573|rafael.chavez29|poco f3|9.7|automatic color calibration is not very good at night
1574|mastronardomassimo|poco f3|9.5|smartphone powerful and fast 
1575|VaEr|poco f3|9.3|good phone depending on the price
1576|alfredoalvareznapoles|poco f3|9.3|spectacular
1577|Andy_|poco f3|9.5|powerful and cheap
1578|pedritoo95|poco f3|10.0|excellent mobile for 300 without a doubt it has no rival
1579|alber_sz|poco f3|6.0|it is a machine but with a fault on its screen
1580|Antonio-osorio|poco f3|10.0|it was worth it a fairly powerful team with an elegant design
1581|chichu.litus|poco f3|9.5|an excellent mobile for its price
1582|javiervalenzuela5301|poco f3|9.5|high end at mid range price
1583|rocsomaha1|poco f3|8.4|medium smart
1584|esc-wraith-62956970edcca|poco f3|7.4|excellent team without looking for performance and multimedia
1585|victor.goomba|poco f3|10.0|it is a very fast cell phone and i re eat it
1586|theuniversetime12|poco f3|10.0|the truth is that i am satisfied since in terms of audio as expected if you know how to use it of course 
1587|anonymous_303146_633edf8ee1687|poco f3|8.7|very good phone for daily use and demanding games
1588|zeldalung271|poco f3|9.5|it is an option it is worth a lot the best thing is that it has a snpdrago 870
1589|dimakokorev2007|poco f3|8.1|from player to genshin
1590|luis-jose-paz-622e6ef72d320|poco f3|10.0|the best team in that price range
1591|hsgoliveira|poco f3|9.0|no problems so far
1592|rimuruzin_|poco f3|9.6|smartphone delivers a lot for its price 
1593|szymonbernaciak1|poco f3|8.8|great phone 
1594|melvyn.jehanne|poco f3|10.0|excellent phone for can it is amazing
1595|danielcanopalaciosd|poco f3|9.7|best quality price
1596|oscarsanmartin79|poco f3|8.5|a beast but poorly optimized
1597|gersonpassos27|poco f3|9.4|great device value for money no complaints
1598|jeronimoacevedo|poco f3|9.0|best mobile quality price
1599|qqqq1234567543213455|poco f3|9.4|best of its kind
1600|patamia.m|poco f3|8.0|poco f3 excellent smartphone quality price  
1601|wilsongio10.wgmt|poco f3|10.0|excellent terminal
1602|ChakraFusion|poco f3|10.0|best smartphone on the market
1603|juan-rodrigo-casas-munoz-6331005242d4b|poco f3|9.1|it is a good mobile for its price it does not disappoint in daily use and gamer
1604|enola_rossi|poco f3|9.9|great mobile suitable for modding
1605|solovatgall|poco f3|10.0|fast reliable cheap
1606|markos.puente|poco f3|9.0|very good phone for the price it has
1607|dawfab94|poco f3|10.0|a fairy tale for the money
1608|rorosales12|poco f3|9.0|good nice and fast
1609|imsawa98|poco f3|9.4|the phone is worth its money
1610|rapcho1602|poco f3|10.0|it is a very good device and performs very well in each area it will not be the best but it performs very well
1611|lcostanzoand|poco f3|7.0|good all rounder but bad connection to the mobile network
1612|paolo.bisaglia|poco f3|9.6|excellent product with few flaws excellent quality / price ratio
1613|igrrph|poco f3|9.8|excellent cell phone for games and use of conventional applications perfect value for money
1614|david-vergara-619ff9e90b229|poco f3|9.4|a quality price phone
1615|Ogrelien|poco f3|6.9|an excellent set tainted by a filthy overlay
1616|erik.lobos72|poco f3|10.0|near perfect phone
1617|ruslanborzenko33|poco f3|9.9|top
1618|marioalbertou1998|poco f3|2.7|it is a mobile power price do not expect quality here
1619|juanignaciofabres|poco f3|9.8|good
1620|p.discipulo|poco f3|9.8|until 2021 month 6 the best cost effective cell phone on the market 
1621|rxfxgarcxia|poco f3|9.0|very efficient device
1622|xavi28|poco f3|9.7|excellent option
1623|arroyohector161|poco f3|1.0|not compatible usa
1624|LucasHonorio|poco f3|10.0|good in all aspects
1625|dudusempreon|poco f3|9.5|best device i ever had
1626|dsanmartinreyes|poco f3|9.2|good performance
1627|mogul.mogulovic|poco f3|5.3|lots of fuss for nothing
1628|roma2016odin|poco f3|10.0|take an excellent phone you will not regret it 
1629|yurirj15|poco f3|10.0|simply magnificent
1630|Sheep|poco f3|8.1|a formula 1 for the price it has
1631|IATV|poco f3|10.0|great smartphone at a very good price
1632|cristianfrancomolinaadonias|poco f3|8.4|ideal for games and multimedia almost 
1633|tioscali|poco f3|10.0|an excellent phone i would not change it for another
1634|kirilldeientev|poco f3|8.5|fine
1635|afigueras1985|poco f3|8.0|highly recommended
1636|diego-mariano-616fe532d8ac0|poco f3|9.4|excellent smartphone for performance
1637|helinho.machado973|poco f3|9.7|great cost benefit
1638|genzowakabayashi1279|poco f3|8.5|great but can improve in some ways
1639|ronaldo_fsantos|poco f3|10.0|best value for money in history
1640|marco-antonio-alvarez-lopez-635dd0ec32d56|poco f3|8.7|excellent for games lousy for what it is calls
1641|jodanny99|poco f3|9.2|well
1642|dima3lime3lemon3|poco f3|9.3|the phone is good for its price i am more than satisfied
1643|otto-martinez-62dc0d782ffca|poco f3|9.5|very good phone the battery lasts a long time
1644|kirilukvova654|poco f3|9.6|the phone is good comfortable productive i did not find any cons as such
1645|miguelanggel05032004|poco f3|10.0|perfect for the price
1646|vantelego33|poco f3|9.0|efficient functional legible and inexpensive
1647|buettni|poco f3|9.5|fast beautiful top price / performance
1648|fernando-tea-615bd56ddd316|poco f3|9.5|good cell phone although it lacks certain things it is still a good purchase option
1649|asereda367|poco f3|9.9|great smartphone for your money
1650|jjchs010474|poco f3|10.0|excellent phone quality price
1651|wesleysantosofficial1|poco f3|9.1|excellent 
1652|correogrstis55tablet|poco f3|9.3|a wonderful terminal
1653|juan-pena-616863721ffdf|poco f3|10.0|the cell phone is very good just a few things to improve
1654|ja2me.potra|poco f3|5.2|without using it it was super hot and when i started using it the screen would lose brightness
1655|fabioIT|poco f3|7.5|a life as a midfielder
1656|renylltom|poco f3|9.4|excellent device i recommend 
1657|sam-arm-636f468b59c30|poco f3|9.4|the perfect mobile for its price
1658|HariKari_07|poco f3|9.7|as much as possible for the lowest price focused on raw power
1659|maciej12304|poco f3|9.4|an unbeatable phone at this price
1660|nandofullondark|poco f3|10.0|i have not bought it yet i have one of the poco family which by the way is very good and i intend to get this new generation
1661|anonymous_135950_617f3753e21a7|poco f3|1.7|i would not buy it again
1662|bonitoelcami33|poco f3|9.3|good and pretty
1663|pkonig23|poco f3|9.1|great juiciness
1664|gilberto-herrera-62896cde980ce|poco f3|9.5|it is incredible the f3 does not disappoint at all
1665|vadcko21|poco f3|10.0|very powerful for its affordable price
1666|knight.apotheosis|poco f3|9.0|perfect if it were not for the fact that it does not have a proximity sensor
1667|insavhr|poco f3|9.6|great cell phone
1668|ruggiero.91|poco f3|8.8|excellent value for money
1669|lafargealexis03|poco f3|9.0|i am greatly surprised 
1670|azdx.zer01.tqsma|poco f3|7.9|excellent device
1671|pableras801|poco f3|9.0|fully satisfied with the performance
1672|alexmarinhiguera18|poco f3|9.5|it is almost perfect for its price of the best you can get
1673|19JuanJo97|poco f3|10.0|it is one of the best phones i have ever owned
1674|daniel.h.mobil|poco f3|7.6|price performance top
1675|chocolate_bigpapi|poco f3|9.0|it is a good phone and has good image quality sound but the battery and the camera is passable
1676|alexquil|poco f3|4.6|beware of updating to the latest version of miui
1677|DangerousBeast|poco f3|9.6|decent device up to 40 thousand
1678|jacomediegoleon10|poco f3|9.9|it is a very good phone i would only change the camera
1679|mtheuscamargo|poco f3|8.1|too top
1680|gabriwesthauser|poco f3|9.5|great cell phone almost 1 year with it
1681|carlosjrhenrique|poco f3|10.0|very good smartphone
1682|jhb.com.br|poco f3|9.7|excellent purchase excellent benefit in daily use
1683|darysuarez96|poco f3|9.4|very good
1684|ang.ielardi|poco f3|3.3|full of problems
1685|paulo_jeferson14|poco f3|8.5|i have been with him for a little while
1686|igorcalles|poco f3|9.0|one of the best mobile quality / price that i have tried
1687|aleisterx10|poco f3|10.0|i would buy it again
1688|gonzaloale2006|poco f3|8.3|it is recommended for games
1689|luisrual.770|poco f3|8.2|best for viewing multimedia but pretty bad at photography
1690|tarazturgini.kz|poco f3|9.6|this smartphone is great value for the price
1691|galgo_88|poco f3|10.0|one of the best in price quality for 2021
1692|argoris2986|poco f3|8.6|it has many bugs such as proximity and vibration at maximum sound
1693|dmitriyfed543|poco f3|9.1|fine
1694|frr.ev.krr|poco f3|9.3|it does not lag after a year and a half everything pulls well the only negative is the camera outside the daylight and stories on instagram 
1695|kattivo|poco f3|9.5|well built mobile
1696|mhgbgonsales97|poco f3|10.0|great cell phone
1697|kimyextre|poco f3|9.4|very good
1698|MoguL|poco f3|9.0|satisfied user
